title,rating,clusters
Bonfire of the Vanities (1990),2.4,0
Daddy Long Legs (1919),2.0,0
Grand Illusion (La grande illusion) (1937),3.7142857142857135,3
"Great Santini, The (1979)",3.6666666666666665,3
Stealing Home (1988),3.0,3
"Two Jakes, The (1990)",1.25,3
U2: Rattle and Hum (1988),3.25,1
Hell in the Pacific (1968),3.0,2
Cradle Will Rock (1999),3.1666666666666665,3
Deuce Bigalow: Male Gigolo (1999),2.323529411764706,4
"Green Mile, The (1999)",4.148648648648647,2
"Cider House Rules, The (1999)",3.75,3
"War Zone, The (1999)",3.25,3
"Last Picture Show, The (1971)",4.5,3
"7th Voyage of Sinbad, The (1958)",4.4,1
Anna and the King (1999),3.6666666666666665,3
Bicentennial Man (1999),2.8,3
Stuart Little (1999),2.8421052631578947,1
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",3.6666666666666665,3
Fantasia 2000 (1999),3.8333333333333335,0
Magnolia (1999),3.7115384615384617,3
Onegin (1999),3.0,2
Simpatico (1999),3.0,2
Topsy-Turvy (1999),3.875,0
Boiling Point (1993),3.0,2
Carnal Knowledge (1971),3.5,0
Easy Rider (1969),3.603448275862069,2
The Falcon and the Snowman (1985),3.3,0
Room at the Top (1959),4.0,3
Any Given Sunday (1999),3.0,3
Man on the Moon (1999),3.4871794871794872,0
Galaxy Quest (1999),3.58,1
"Talented Mr. Ripley, The (1999)",3.3367346938775517,3
Next Friday (2000),3.25,4
"Hurricane, The (1999)",3.53125,3
Angela's Ashes (1999),3.333333333333333,3
Titus (1999),3.9166666666666665,3
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",4.0,3
"Third Miracle, The (1999)",3.0,3
Snow Falling on Cedars (1999),3.333333333333333,3
"Girl, Interrupted (1999)",3.4642857142857144,3
My Dog Skip (1999),3.5454545454545454,2
Supernova (2000),2.0,5
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",3.0,3
"Way We Were, The (1973)",3.625,3
Stalag 17 (1953),3.7222222222222223,3
"Presidio, The (1988)",2.8571428571428568,0
Papillon (1973),3.928571428571429,2
"Last Detail, The (1973)",4.25,0
Five Easy Pieces (1970),4.5,3
Dead Calm (1989),3.1666666666666665,3
"Boys from Brazil, The (1978)",3.6875,5
Against All Odds (1984),2.333333333333333,3
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),2.1875,1
Fast Times at Ridgemont High (1982),3.4761904761904763,0
"Cry in the Dark, A (1988)",3.75,3
Batman: Mask of the Phantasm (1993),4.115384615384615,1
American Flyers (1985),3.5,3
"Star Is Born, A (1937)",3.5,3
Pacific Heights (1990),3.1923076923076925,1
"Draughtsman's Contract, The (1982)",3.7,3
"Zed & Two Noughts, A (1985)",3.0,3
Woman in the Dunes (Suna no onna) (1964),4.75,3
Down to You (2000),2.0,4
"Odessa File, The (1974)",3.875,3
Where the Buffalo Roam (1980),3.6666666666666665,4
Eye of the Beholder (1999),1.5833333333333333,3
"Big Tease, The (1999)",3.25,4
"Cup, The (Phörpa) (1999)",4.5,4
Encino Man (1992),2.4,4
"Goodbye Girl, The (1977)",3.7083333333333335,4
Malcolm X (1992),4.166666666666667,3
Sister Act (1992),3.0277777777777777,4
Sister Act 2: Back in the Habit (1993),1.8928571428571428,4
"Hand That Rocks the Cradle, The (1992)",3.111111111111111,3
Alive (1993),3.1666666666666665,3
Agnes of God (1985),3.7,3
Scent of a Woman (1992),3.592592592592593,3
Wayne's World (1992),3.4754098360655736,4
Wayne's World 2 (1993),3.2962962962962963,4
"League of Their Own, A (1992)",3.466666666666667,0
Patriot Games (1992),3.5161290322580645,1
"Bodyguard, The (1992)",2.859375,3
Death Becomes Her (1992),2.8666666666666667,4
Far and Away (1992),3.136363636363636,0
Howards End (1992),4.0,3
Singles (1992),3.1818181818181817,0
Twin Peaks: Fire Walk with Me (1992),3.4090909090909087,0
White Men Can't Jump (1992),3.0454545454545454,0
Buffy the Vampire Slayer (1992),2.4230769230769234,1
Hard-Boiled (Lat sau san taam) (1992),4.0,1
Man Bites Dog (C'est arrivé près de chez vous) (1992),4.5,0
"Mariachi, El (1992)",3.555555555555556,5
Stop! Or My Mom Will Shoot (1992),1.7727272727272727,1
Forever Young (1992),2.851851851851852,3
"Cutting Edge, The (1992)",2.7916666666666665,0
Of Mice and Men (1992),3.6764705882352944,3
Bad Lieutenant (1992),3.4375,2
Scream 3 (2000),2.6724137931034484,0
Single White Female (1992),3.375,3
"Boondock Saints, The (2000)",4.22093023255814,1
Gun Shy (2000),1.0,4
"Brandon Teena Story, The (1998)",2.0,3
Minnie and Moskowitz (1971),3.25,1
They Might Be Giants (1971),3.0,0
"Beach, The (2000)",3.0625,2
Snow Day (2000),2.3,4
"Tigger Movie, The (2000)",3.1666666666666665,1
Not One Less (Yi ge dou bu neng shao) (1999),4.5,3
Eaten Alive (1977),1.5,3
Raining Stones (1993),4.0,3
To Sir with Love (1967),4.071428571428571,3
Boiler Room (2000),3.7142857142857135,0
Hanging Up (2000),2.6666666666666665,0
Pitch Black (2000),3.5641025641025643,5
"Whole Nine Yards, The (2000)",3.523809523809524,4
Beautiful People (1999),4.75,4
Black Tar Heroin: The Dark End of the Street (2000),5.0,3
"Circus, The (1928)",4.125,4
City Lights (1931),3.8461538461538463,0
"Flamingo Kid, The (1984)",2.8571428571428568,0
"Kid, The (1921)",4.1,0
Class Reunion (1982),1.5,4
Reindeer Games (2000),2.4615384615384617,1
Wonder Boys (2000),3.6590909090909087,0
Chain of Fools (2000),4.0,4
Drowning Mona (2000),1.3333333333333333,4
"Next Best Thing, The (2000)",2.1666666666666665,0
What Planet Are You From? (2000),3.1666666666666665,4
Beyond the Mat (1999),3.7,3
Ghost Dog: The Way of the Samurai (1999),4.052631578947368,2
The Year My Voice Broke (1987),4.0,3
Splendor in the Grass (1961),4.25,3
My Tutor (1983),2.0,3
Key Largo (1948),4.2,0
Born Yesterday (1950),4.285714285714286,4
Birdy (1984),3.5,3
Blood Feast (1963),4.0,3
"Charlie, the Lonesome Cougar (1967)",3.0,2
Never Cry Wolf (1983),4.166666666666667,2
"Raisin in the Sun, A (1961)",3.8333333333333335,3
Mission to Mars (2000),2.6904761904761907,3
"Ninth Gate, The (1999)",3.2,0
East-West (Est-ouest) (1999),4.0,3
Defending Your Life (1991),3.85,0
Breaking Away (1979),4.090909090909091,0
Hoosiers (a.k.a. Best Shot) (1986),3.704545454545455,3
Bull Durham (1988),3.6714285714285713,0
Dog Day Afternoon (1975),3.934210526315789,2
American Graffiti (1973),3.8488372093023258,0
"Asphalt Jungle, The (1950)",3.6666666666666665,1
"Searchers, The (1956)",4.071428571428571,3
"Big Country, The (1958)",3.25,1
Betrayed (1988),2.5,1
"Bridge at Remagen, The (1969)",4.0,1
Daughters of the Dust (1991),4.0,3
"Ogre, The (Unhold, Der) (1996)",4.0,3
On the Beach (1959),4.5,3
"Taking of Pelham One Two Three, The (1974)",4.5,1
Volunteers (1985),2.8125,4
JFK (1991),3.5,5
Who's Harry Crumb? (1989),2.8571428571428568,4
Harry and the Hendersons (1987),2.5454545454545454,1
Let's Get Harry (1986),2.0,1
Shanghai Surprise (1986),2.0,2
Who's That Girl? (1987),2.5,4
She-Devil (1989),2.333333333333333,4
Date with an Angel (1987),1.3333333333333333,0
Blind Date (1987),2.357142857142857,4
Nadine (1987),3.0,4
"Muppet Movie, The (1979)",3.5909090909090913,2
"Great Muppet Caper, The (1981)",3.4545454545454546,1
"Muppets Take Manhattan, The (1984)",3.333333333333333,1
We're Back! A Dinosaur's Story (1993),3.0,2
Baby... Secret of the Lost Legend (1985),2.2,2
Turtle Diary (1985),4.0,0
Raise the Titanic (1980),4.0,3
Titanic (1953),3.583333333333333,1
"Night to Remember, A (1958)",3.0,2
Captain Horatio Hornblower R.N. (1951),3.0,1
Erin Brockovich (2000),3.5285714285714285,3
Final Destination (2000),2.9285714285714284,3
Soft Fruit (1999),4.0,4
"Bear, The (Ours, L') (1988)",3.4166666666666665,2
Love Is a Many-Splendored Thing (1955),4.0,3
"Mirror, The (Zerkalo) (1975)",4.166666666666667,3
"Crimson Pirate, The (1952)",3.0,2
Thelma & Louise (1991),3.463414634146341,2
...And Justice for All (1979),3.1666666666666665,3
Animal House (1978),3.693548387096774,4
She's Gotta Have It (1986),3.333333333333333,4
School Daze (1988),2.1666666666666665,3
Do the Right Thing (1989),4.037037037037037,3
Mo' Better Blues (1990),3.4,3
Jungle Fever (1991),3.071428571428572,3
"Champ, The (1979)",3.0,3
Creature Comforts (1989),4.25,1
Death Wish (1974),3.0,1
Death Wish 2 (1982),1.6666666666666667,1
Death Wish 3 (1985),1.5,1
Death Wish 4: The Crackdown (1987),1.0,1
Death Wish 5: The Face of Death (1994),1.0,1
Double Indemnity (1944),4.323529411764706,0
Dying Young (1991),3.75,3
Teenage Mutant Ninja Turtles (1990),3.0,1
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),2.6923076923076925,1
Teenage Mutant Ninja Turtles III (1993),2.071428571428572,1
Red Dawn (1984),3.4285714285714284,0
Band of the Hand (1986),1.0,1
Bloodsport (1988),2.9444444444444446,1
Eyes of Laura Mars (1978),3.5,0
Funny Bones (1995),2.75,0
"Good Earth, The (1937)",4.0,3
"Good Morning, Vietnam (1987)",3.802325581395349,0
"Good Mother, The (1988)",4.0,3
Grumpy Old Men (1993),3.2931034482758617,4
Guess Who's Coming to Dinner (1967),4.545454545454546,3
Romeo Must Die (2000),3.083333333333333,0
Here on Earth (2000),3.0,2
Whatever It Takes (2000),2.25,4
Gothic (1986),4.0,3
Lord of the Flies (1963),3.0384615384615383,2
Modern Times (1936),3.72,0
Heart and Souls (1993),3.0,2
Hud (1963),3.75,3
"Hustler, The (1961)",4.333333333333333,3
Inherit the Wind (1960),4.083333333333333,3
Dersu Uzala (1975),4.3,2
Close Encounters of the Third Kind (1977),3.7416666666666663,2
Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),5.0,4
Retroactive (1997),4.0,3
"Place in the Sun, A (1951)",4.5,3
Jacob's Ladder (1990),3.5576923076923075,1
Empire Records (1995),3.3846153846153846,0
"Bamba, La (1987)",2.7857142857142856,3
Ladyhawke (1985),3.333333333333333,0
Lucas (1986),3.333333333333333,3
High Fidelity (2000),3.6666666666666665,0
"Road to El Dorado, The (2000)",3.1153846153846154,1
"Skulls, The (2000)",2.75,3
Hook (1991),3.3584905660377364,1
"Son of the Sheik, The (1926)",4.0,0
True Grit (1969),4.0,2
Madame Sousatzka (1988),5.0,3
Max Dugan Returns (1983),2.5,4
Midnight Express (1978),4.0,3
Misery (1990),3.8409090909090913,3
Mr. Saturday Night (1992),3.0,2
Murphy's Romance (1985),2.3,4
My Life (1993),3.5,3
Solaris (Solyaris) (1972),4.090909090909091,3
Network (1976),4.0227272727272725,0
No Way Out (1987),3.7222222222222223,3
North Dallas Forty (1979),3.0,2
"Odd Couple, The (1968)",4.066666666666666,4
"Outlaw Josey Wales, The (1976)",4.25,1
Frequency (2000),3.4166666666666665,3
Ready to Rumble (2000),2.25,4
Return to Me (2000),3.5625,3
Rules of Engagement (2000),3.071428571428572,3
Joe Gould's Secret (2000),3.0,3
Me Myself I (2000),3.611111111111111,4
"Bell, Book and Candle (1958)",3.375,0
Force 10 from Navarone (1978),2.9166666666666665,0
Mystery Train (1989),3.4285714285714284,0
Arthur (1981),2.8,4
Bachelor Party (1984),2.9,4
Parenthood (1989),3.7,0
Predator (1987),3.581967213114754,5
"Prince of Tides, The (1991)",3.4,3
"Postman Always Rings Twice, The (1981)",3.5,0
All the Vermeers in New York (1990),5.0,0
28 Days (2000),3.3,3
American Psycho (2000),3.7881355932203387,0
Keeping the Faith (2000),3.452380952380953,0
Where the Money Is (2000),3.333333333333333,0
East is East (1999),3.2,4
"Filth and the Fury, The (2000)",3.25,3
Diner (1982),3.75,0
Shakes the Clown (1992),2.333333333333333,4
Cabaret (1972),3.0,2
What Ever Happened to Baby Jane? (1962),4.5,3
Auntie Mame (1958),3.7,0
Guys and Dolls (1955),3.9375,0
The Hunger (1983),3.6666666666666665,3
Marathon Man (1976),3.4615384615384617,0
Caddyshack (1980),3.8269230769230766,4
Gossip (2000),2.4,3
Love and Basketball (2000),3.0,2
U-571 (2000),3.4242424242424243,1
"Virgin Suicides, The (1999)",3.7692307692307687,3
Jennifer 8 (1992),2.9,1
Limelight (1952),3.6666666666666665,0
"Crow: Salvation, The (2000)",2.5,1
"Flintstones in Viva Rock Vegas, The (2000)",1.625,1
Where the Heart Is (2000),3.5,0
"Big Kahuna, The (2000)",2.875,0
Bossa Nova (2000),5.0,0
Smiling Fish and Goat on Fire (1999),4.0,4
"Idiots, The (Idioterne) (1998)",4.0,4
Time Code (2000),3.0,2
Carnosaur (1993),2.0,1
Carnosaur 2 (1995),1.5,1
Carnosaur 3: Primal Species (1996),1.0,1
"Hidden, The (1987)",3.5,5
Two Moon Junction (1988),2.0,3
Gladiator (2000),3.9382352941176473,1
Up at the Villa (2000),3.5,3
Human Traffic (1999),3.5,4
Breathless (1983),2.0,0
The Idolmaker (1980),4.0,3
Inferno (1980),2.5,1
"Lords of Flatbush, The (1974)",2.0,0
Mr. Mom (1983),2.7333333333333334,0
"Time Masters (Maîtres du temps, Les) (1982)",4.5,1
Battlefield Earth (2000),1.6578947368421053,1
Center Stage (2000),3.25,3
Screwed (2000),1.0,4
Whipped (2000),2.0,4
Hamlet (2000),3.0,0
Anchors Aweigh (1945),3.2,4
Gypsy (1962),0.5,3
On the Town (1949),3.75,0
Pee-wee's Big Adventure (1985),2.94,1
Regret to Inform (1998),3.5,3
Honeymoon in Vegas (1992),2.9375,4
Dinosaur (2000),3.1071428571428568,2
Loser (2000),3.3,4
Road Trip (2000),3.0853658536585367,4
Small Time Crooks (2000),3.5416666666666665,4
"Hollywood Knights, The (1980)",2.0,4
"Twelve Chairs, The (1970)",3.0,4
Mission: Impossible II (2000),2.7142857142857144,5
Shanghai Noon (2000),3.1511627906976742,1
Better Living Through Circuitry (1999),2.0,3
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),3.333333333333333,4
Carnival of Souls (1962),3.875,1
Flying Tigers (1942),3.0,0
"Gold Rush, The (1925)",4.071428571428571,0
Monsieur Verdoux (1947),4.0,4
On Her Majesty's Secret Service (1969),3.2647058823529416,0
Seven Days in May (1964),4.0,3
"Spy Who Loved Me, The (1977)",3.4444444444444446,5
Vagabond (Sans toit ni loi) (1985),5.0,3
Moonraker (1979),3.1346153846153846,1
"Man with the Golden Gun, The (1974)",3.583333333333333,5
"King in New York, A (1957)",4.0,4
"Woman of Paris, A (1923)",4.0,3
"Fighting Seabees, The (1944)",3.5,0
Big Momma's House (2000),2.176470588235294,4
"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",4.0,3
American Gigolo (1980),2.6875,3
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",3.0,2
"Endless Summer, The (1966)",4.166666666666667,3
"Guns of Navarone, The (1961)",3.7692307692307687,1
Blow-Out (La grande bouffe) (1973),4.25,3
Quatermass and the Pit (1967),3.0,2
Puppet Master (1989),2.0,5
Puppet Master II (1991),3.0,5
Puppet Master III: Toulon's Revenge (1991),3.0,5
Puppet Master 4 (1993),2.0,5
Puppet Master 5: The Final Chapter (1994),2.0,5
Rent-A-Cop (1988),1.0,1
Romeo and Juliet (1968),3.6666666666666665,3
Stay Tuned (1992),2.5,4
Blazing Saddles (1974),3.9354838709677415,4
Benji (1974),3.8,2
Benji the Hunted (1987),4.5,2
For the Love of Benji (1977),4.0,2
White Christmas (1954),4.1875,0
Eraserhead (1977),3.75,3
Baraka (1992),4.125,3
"Man with the Golden Arm, The (1955)",5.0,3
"Decline of Western Civilization, The (1981)",3.75,1
"Decline of Western Civilization Part II: The Metal Years, The (1988)",3.0,2
For a Few Dollars More (Per qualche dollaro in più) (1965),4.151515151515151,5
Magnum Force (1973),3.7,1
Blood Simple (1984),4.0,0
"Fabulous Baker Boys, The (1989)",3.071428571428572,3
Prizzi's Honor (1985),3.7777777777777777,0
Flatliners (1990),2.933333333333333,5
Light Years (Gandahar) (1988),5.0,2
Porky's (1982),2.136363636363636,4
Porky's II: The Next Day (1983),1.75,4
Porky's Revenge (1985),2.0,4
Private School (1983),3.0,4
Class of Nuke 'Em High (1986),3.0,2
"Toxic Avenger, The (1985)",2.125,4
"Toxic Avenger, Part II, The (1989)",2.0,4
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",2.0,4
Night of the Creeps (1986),3.1666666666666665,0
Predator 2 (1990),2.9047619047619047,5
"Running Man, The (1987)",3.2205882352941178,1
Starman (1984),3.1538461538461537,0
"Brother from Another Planet, The (1984)",2.5,1
Alien Nation (1988),3.1153846153846154,0
Mad Max (1979),3.486842105263158,1
"Road Warrior, The (Mad Max 2) (1981)",4.0375,1
Mad Max Beyond Thunderdome (1985),3.270833333333333,1
Bird on a Wire (1990),2.3125,1
Angel Heart (1987),3.0,2
9 1/2 Weeks (Nine 1/2 Weeks) (1986),2.7,3
Firestarter (1984),3.05,1
Sleepwalkers (1992),2.0,3
Action Jackson (1988),1.6666666666666667,1
Sarafina! (1992),4.0,3
Soapdish (1991),2.833333333333333,4
"Long Walk Home, The (1990)",4.0,3
Clara's Heart (1988),2.5,3
Burglar (1987),2.75,4
Fatal Beauty (1987),1.0,1
Gone in 60 Seconds (2000),3.221311475409836,1
Love's Labour's Lost (2000),3.0,2
Sunshine (1999),4.0,3
Hamlet (1990),3.8,3
Coming Home (1978),3.3,3
American Pop (1981),3.5,0
Assault on Precinct 13 (1976),3.6,1
Near Dark (1987),4.3125,1
One False Move (1992),3.75,0
Shaft (1971),4.0,1
"Conversation, The (1974)",4.205882352941177,3
Cutter's Way (1981),3.0,2
"Fury, The (1978)",3.0,2
"Paper Chase, The (1973)",3.8333333333333335,3
Serpico (1973),3.794117647058824,2
"Ace in the Hole (Big Carnival, The) (1951)",3.0,3
Lonely Are the Brave (1962),4.0,3
"Sugarland Express, The (1974)",3.0,3
Trouble in Paradise (1932),3.5,0
Big Trouble in Little China (1986),3.8571428571428568,1
Badlands (1973),4.090909090909091,0
Battleship Potemkin (1925),3.65,3
Boys and Girls (2000),2.0,4
Shaft (2000),2.6578947368421053,5
Titan A.E. (2000),3.4137931034482767,1
Butterfly (La lengua de las mariposas) (1999),4.0,3
Jesus' Son (1999),3.5,3
Chicken Run (2000),3.551282051282051,0
"Me, Myself & Irene (2000)",3.0869565217391304,1
"Patriot, The (2000)",3.4485294117647056,0
"Adventures of Rocky and Bullwinkle, The (2000)",2.2222222222222223,2
"Perfect Storm, The (2000)",3.1704545454545454,3
"Golden Bowl, The (2000)",4.0,3
Communion (1989),3.5,5
"Kentucky Fried Movie, The (1977)",3.5,4
"Blood In, Blood Out (1993)",4.0,1
F/X (1986),3.21875,5
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),2.3,5
"Hot Spot, The (1990)",3.0,0
Missing in Action (1984),2.083333333333333,1
Missing in Action 2: The Beginning (1985),1.6666666666666667,1
Braddock: Missing in Action III (1988),1.25,1
Thunderbolt and Lightfoot (1974),3.333333333333333,1
Dreamscape (1984),2.6666666666666665,5
The Golden Voyage of Sinbad (1973),4.0,1
House Party (1990),2.0,4
House Party 2 (1991),0.75,0
Croupier (1998),3.954545454545455,2
"Kid, The (2000)",2.590909090909091,4
Scary Movie (2000),2.92,4
But I'm a Cheerleader (1999),2.625,4
Shower (Xizao) (1999),4.0,4
Blow-Up (Blowup) (1966),3.6666666666666665,3
"Pawnbroker, The (1964)",3.5,3
Groove (2000),4.0,3
Footloose (1984),3.1875,3
Duel in the Sun (1946),5.0,3
X-Men (2000),3.699248120300752,1
Chuck & Buck (2000),2.5,0
"Five Senses, The (1999)",5.0,3
"In Crowd, The (2000)",2.6666666666666665,3
What Lies Beneath (2000),3.2,3
Pokémon the Movie 2000 (2000),1.5833333333333333,1
Anatomy of a Murder (1959),4.0,3
Freejack (1992),2.0,1
Mackenna's Gold (1969),3.0,2
Sinbad and the Eye of the Tiger (1977),3.0,2
"Two Women (Ciociara, La) (1960)",4.0,3
What About Bob? (1991),3.271428571428572,4
White Sands (1992),3.0,2
Breaker Morant (1980),3.928571428571429,3
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),3.458333333333333,4
Interiors (1978),4.166666666666667,3
Love and Death (1975),4.222222222222221,4
"Official Story, The (La historia oficial) (1985)",4.0,3
Tampopo (1985),4.0,4
Nutty Professor II: The Klumps (2000),2.28125,4
"Girl on the Bridge, The (Fille sur le pont, La) (1999)",4.125,3
Wonderland (1999),4.0,3
Autumn in New York (2000),2.409090909090909,3
Coyote Ugly (2000),2.7413793103448274,0
Hollow Man (2000),2.2948717948717947,5
Space Cowboys (2000),2.891304347826087,1
Psycho Beach Party (2000),1.5,0
Saving Grace (2000),3.9090909090909087,4
"Black Sabbath (Tre volti della paura, I) (1963)",4.0,3
"Brain That Wouldn't Die, The (1962)",1.5,1
Bronco Billy (1980),3.0,2
"Crush, The (1993)",2.1666666666666665,3
Kelly's Heroes (1970),4.133333333333334,1
Phantasm II (1988),2.5,1
Phantasm III: Lord of the Dead (1994),2.0,3
Phantasm IV: Oblivion (1998),1.6666666666666667,3
Pumpkinhead (1988),2.4,3
Air America (1990),2.833333333333333,1
Sleepaway Camp (1983),2.375,3
Steel Magnolias (1989),3.333333333333333,3
And God Created Woman (Et Dieu... créa la femme) (1956),4.0,3
Easy Money (1983),3.625,4
"Ilsa, She Wolf of the SS (1974)",2.0,3
The Spiral Staircase (1945),4.0,3
I'm the One That I Want (2000),5.0,4
"Tao of Steve, The (2000)",3.3846153846153846,4
"Affair of Love, An (Liaison pornographique, Une) (1999)",4.75,3
Bless the Child (2000),4.0,3
Cecil B. DeMented (2000),3.5,4
"Eyes of Tammy Faye, The (2000)",3.75,3
"Replacements, The (2000)",2.6842105263157894,4
About Adam (2000),3.75,4
"Cell, The (2000)",3.0444444444444443,3
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),2.1,1
"Original Kings of Comedy, The (2000)",3.25,4
"Naked Gun: From the Files of Police Squad!, The (1988)",3.4047619047619047,1
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",3.4230769230769234,4
Our Town (1940),3.0,3
Shane (1953),3.9,3
"Suddenly, Last Summer (1959)",3.5,3
Cat Ballou (1965),3.1428571428571432,4
Supergirl (1984),2.2222222222222223,1
"Art of War, The (2000)",2.0,1
Bring It On (2000),2.6911764705882355,4
"Crew, The (2000)",1.5,4
Skipped Parts (2000),4.0,3
Highlander: Endgame (Highlander IV) (2000),2.25,1
Nurse Betty (2000),3.3421052631578947,0
Solas (1999),4.0,3
"Watcher, The (2000)",1.5,1
"Way of the Gun, The (2000)",3.125,1
Almost Famous (2000),3.867469879518072,3
Bait (2000),2.5,1
Circus (2000),1.0,0
Crime and Punishment in Suburbia (2000),4.0,4
Duets (2000),3.25,0
Under Suspicion (2000),2.5,1
Urban Legends: Final Cut (2000),1.5,3
Woman on Top (2000),2.0,4
Dancer in the Dark (2000),3.975,3
Best in Show (2000),3.6886792452830184,4
Beautiful (2000),2.5,0
"Broken Hearts Club, The (2000)",4.0,3
Girlfight (2000),3.6666666666666665,3
Remember the Titans (2000),3.7439024390243913,3
Hellraiser (1987),3.3666666666666667,3
Hellbound: Hellraiser II (1988),3.2777777777777777,3
Hellraiser III: Hell on Earth (1992),2.5,1
"Faraway, So Close (In weiter Ferne, so nah!) (1993)",4.0,3
Bikini Beach (1964),1.0,4
Stranger Than Paradise (1984),3.9166666666666665,0
Voyage to the Bottom of the Sea (1961),3.0,2
Fantastic Voyage (1966),2.6666666666666665,2
Abbott and Costello Meet Frankenstein (1948),3.75,4
"Bank Dick, The (1940)",2.5,4
"Creature from the Black Lagoon, The (1954)",2.125,2
"Invisible Man, The (1933)",3.5,5
"Killer Shrews, The (1959)",0.5,1
Runaway (1984),2.625,1
"Slumber Party Massacre, The (1982)",2.75,3
Slumber Party Massacre II (1987),5.0,3
Slumber Party Massacre III (1990),5.0,3
Sorority House Massacre (1986),5.0,3
Sorority House Massacre II (1990),5.0,3
Bamboozled (2000),2.9375,4
Digimon: The Movie (2000),3.0,2
Get Carter (2000),2.5,1
Get Carter (1971),3.333333333333333,1
Meet the Parents (2000),3.417582417582417,4
Requiem for a Dream (2000),3.921875,3
Tigerland (2000),3.5625,3
Two Family House (2000),5.0,3
"Contender, The (2000)",3.071428571428572,3
Dr. T and the Women (2000),2.125,4
"Ladies Man, The (2000)",1.5833333333333333,4
Billy Jack (1971),2.6666666666666665,1
Billy Jack Goes to Washington (1977),2.0,3
"Time Machine, The (1960)",3.625,1
Ghoulies II (1987),1.5,4
"Unsinkable Molly Brown, The (1964)",3.75,3
"Adventures of Ichabod and Mr. Toad, The (1949)",3.0,2
"Strange Love of Martha Ivers, The (1946)",3.5,3
Detour (1945),3.5,0
Billy Elliot (2000),3.8513513513513513,3
Bedazzled (2000),3.0740740740740735,4
Pay It Forward (2000),3.4423076923076925,3
"Private Eyes, The (1981)",2.75,4
"Legend of Drunken Master, The (Jui kuen II) (1994)",4.125,1
Book of Shadows: Blair Witch 2 (2000),1.125,0
"Little Vampire, The (2000)",3.0,2
Charlie's Angels (2000),2.7222222222222223,1
"Legend of Bagger Vance, The (2000)",3.066666666666667,3
Little Nicky (2000),2.5,4
Men of Honor (2000),3.3928571428571432,3
Red Planet (2000),2.3461538461538463,5
You Can Count on Me (2000),4.166666666666667,3
Diamonds Are Forever (1971),3.5,5
"Eagle Has Landed, The (1976)",3.25,3
"6th Day, The (2000)",2.8,5
Bounce (2000),2.4166666666666665,3
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),3.0454545454545454,1
One Day in September (1999),4.0,3
Rugrats in Paris: The Movie (2000),2.25,0
102 Dalmatians (2000),2.7777777777777777,1
Malèna (2000),3.7,3
Quills (2000),3.0,2
Unbreakable (2000),3.4794520547945207,3
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",3.836363636363637,0
Dungeons & Dragons (2000),1.8333333333333333,1
Proof of Life (2000),3.0416666666666665,3
Vertical Limit (2000),2.607142857142857,1
"Bounty, The (1984)",3.0,2
"Planes, Trains & Automobiles (1987)",3.851851851851852,4
She's Having a Baby (1988),3.333333333333333,4
"Living Daylights, The (1987)",3.2916666666666665,5
Transformers: The Movie (1986),3.3571428571428568,2
Wall Street (1987),3.75,3
Born on the Fourth of July (1989),3.5384615384615383,3
Talk Radio (1988),3.0,3
Brewster's Millions (1985),2.9375,4
Snatch (2000),4.155913978494623,0
Punchline (1988),2.5,0
Chocolat (2000),3.5212765957446814,3
"Dude, Where's My Car? (2000)",2.727272727272727,4
"Emperor's New Groove, The (2000)",3.716216216216216,2
Pollock (2000),3.5357142857142856,3
What Women Want (2000),3.138888888888889,4
Finding Forrester (2000),3.7142857142857135,3
"Gift, The (2000)",2.9230769230769234,3
Before Night Falls (2000),4.3,3
Cast Away (2000),3.7,3
"Family Man, The (2000)",3.1304347826086962,0
"House of Mirth, The (2000)",2.1666666666666665,3
Miss Congeniality (2000),3.0546875,4
"O Brother, Where Art Thou? (2000)",3.808510638297872,1
State and Main (2000),3.875,0
Dracula 2000 (2000),1.8,3
All the Pretty Horses (2000),2.5,1
"Everlasting Piece, An (2000)",4.0,4
Thirteen Days (2000),3.9230769230769234,3
Traffic (2000),3.9,0
"Claim, The (2000)",2.833333333333333,1
Shadow of the Vampire (2000),3.136363636363636,3
House of Games (1987),3.8125,0
Annie (1982),3.125,1
Don't Tell Mom the Babysitter's Dead (1991),2.3461538461538463,4
"Officer and a Gentleman, An (1982)",3.6428571428571432,3
